
 ПРОТОКОЛ №1            27-05-2018 11:30:49
 -------------------------------------------------------------------------------
 Оператор:   [ТЕСТ РУЧНОЙ №4]
 Мишень:     [1]
 -------------------------------------------------------------------------------
 Номер      Отметка      Область     Положение X   Положение Y    Входит в
 пробоины   времени      попадания                                круг/прямоуг.
 -------------------------------------------------------------------------------
   1	  00:00:06:8	 1	     -390    	   415	          1
   2	  00:00:08:1	 1	     -385    	   270	          1
   3	  00:00:09:5	 1	     -320    	   560	          0
   4	  00:00:11:6	 1	     -475    	   485	          1
   5	  00:00:13:0	 1	     -590    	   315	          0
   6	  00:00:14:0	 1	     -525    	   260	          0
   7	  00:00:15:1	 1	     -160    	   340	          0
   8	  00:00:16:1	 1	     -150    	   500	          0
   9	  00:00:17:1	 1	     -205    	   475	          0
   10	  00:00:18:0	 1	     -505    	   520	          0
   11	  00:00:19:0	 1	     -565    	   410	          0
   12	  00:00:20:1	 1	     -515    	   270	          0
   13	  00:00:20:9	 1	     -305    	   300	          1
   14	  00:00:22:1	 1	     -460    	   440	          1
   15	  00:00:22:9	 1	     -550    	   490	          0
   16	  00:00:23:8	 1	     -620    	   660	          0
   17	  00:00:24:5	 1	     -330    	   655	          0
   18	  00:00:25:5	 1	     -135    	   370	          0
   19	  00:00:26:1	 1	     -220    	   565	          0
   20	  00:00:26:9	 1	     -305    	   305	          1
   21	  00:00:27:6	 1	     -560    	   225	          0
   22	  00:00:28:0	 1	     -265    	   165	          0
   23	  00:00:28:4	 1	     -595    	   380	          0
   24	  00:00:29:2	 1	     -580    	   485	          0
   25	  00:00:29:7	 1	     -390    	   500	          1
   26	  00:02:27:1	 1	     -200    	   195	          0
   27	  00:02:27:5	 1	     -595    	   185	          0
   28	  00:02:28:0	 1	     -670    	   490	          0
   29	  00:02:28:2	 1	     -505    	   685	          0
   30	  00:02:28:5	 1	     -275    	   635	          0
   31	  00:02:28:7	 1	     -180    	   630	          0
   32	  00:02:29:0	 1	     -115    	   340	          0
   33	  00:02:29:3	 1	     -385    	   325	          1
   34	  00:02:29:6	 1	     -460    	   380	          1
   35	  00:02:29:8	 1	     -480    	   450	          0
   36	  00:02:30:1	 1	     -395    	   495	          1
   37	  00:02:30:3	 1	     -275    	   350	          0
   38	  00:02:30:6	 1	     -315    	   260	          1
   39	  00:02:30:8	 1	     -135    	   215	          0
   40	  00:02:31:0	 7	     -235    	   -25	          0
   41	  00:02:31:3	 1	     -300    	   115	          0
   42	  00:02:31:5	 1	     -415    	   295	          1
   43	  00:02:31:8	 1	     -575    	   425	          0
   44	  00:02:31:9	 1	     -595    	   455	          0
   45	  00:02:32:1	 1	     -445    	   450	          1
   46	  00:02:32:4	 1	     -195    	   180	          0
   47	  00:02:32:7	 1	     -150    	   245	          0
   48	  00:02:32:9	 1	     -225    	   260	          0
   49	  00:02:33:0	 1	     -370    	   400	          1
   50	  00:02:33:3	 1	     -455    	   420	          1
   51	  00:02:33:6	 1	     -425    	   320	          1
   52	  00:02:34:0	 1	     -320    	   390	          1
   53	  00:02:34:3	 1	     -450    	   405	          1
   54	  00:02:34:5	 1	     -440    	   450	          1
   55	  00:02:34:9	 1	     -150    	   230	          0
   56	  00:02:35:1	 1	     -225    	   225	          0
   57	  00:02:35:2	 1	     -435    	   335	          1
   58	  00:02:35:4	 1	     -500    	   425	          0
   59	  00:02:35:6	 1	     -405    	   480	          1
   60	  00:02:35:9	 1	     -165    	   260	          0
