
 ПРОТОКОЛ №2            27-05-2018 08:24:04
 -------------------------------------------------------------------------------
 Оператор:   [ТЕСТ РУЧНОЙ №4]
 Мишень:     [1]
 -------------------------------------------------------------------------------
 Номер      Отметка      Область     Положение X   Положение Y    Cтатус
 пробоины   времени      попадания                                управления
 -------------------------------------------------------------------------------
   1	  00:00:05:4	 1	     -410    	   400	          1
   2	  00:00:05:7	 1	     -480    	   305	          1
   3	  00:00:05:9	 1	     -495    	   410	          1
   4	  00:00:06:0	 1	     -290    	   335	          1
   5	  00:00:06:5	 1	     -420    	   330	          1
   6	  00:00:06:6	 1	     -455    	   370	          1
   7	  00:00:06:9	 1	     -435    	   410	          1
   8	  00:00:07:1	 1	     -395    	   325	          1
   9	  00:00:07:5	 1	     -395    	   350	          1
   10	  00:00:07:7	 1	     -350    	   415	          1
   11	  00:00:07:9	 1	     -260    	   370	          1
   12	  00:00:08:1	 1	     -345    	   270	          1
   13	  00:00:08:3	 1	     -375    	   285	          1
   14	  00:00:08:7	 1	     -345    	   355	          1
   15	  00:00:08:9	 1	     -275    	   250	          1
   16	  00:00:09:1	 1	     -320    	   240	          1
   17	  00:00:09:3	 1	     -375    	   305	          1
   18	  00:00:09:5	 1	     -275    	   315	          1
   19	  00:00:09:8	 1	     -270    	   255	          1
   20	  00:00:10:0	 1	     -270    	   305	          1
   21	  00:00:10:3	 1	     -260    	   385	          1
   22	  00:00:10:5	 1	     -315    	   375	          1
   23	  00:00:10:7	 1	     -360    	   375	          1
   24	  00:00:11:0	 1	     -390    	   395	          1
   25	  00:00:11:2	 1	     -430    	   330	          1
   26	  00:00:11:4	 1	     -410    	   390	          1
   27	  00:00:11:5	 1	     -345    	   300	          1
   28	  00:00:11:8	 1	     -405    	   305	          1
   29	  00:00:11:9	 1	     -440    	   360	          1
   30	  00:00:12:2	 1	     -445    	   380	          1
   31	  00:00:12:5	 1	     -560    	   365	          1
   32	  00:00:12:7	 1	     -545    	   410	          1
   33	  00:00:12:9	 1	     -520    	   425	          1
   34	  00:00:13:1	 1	     -425    	   470	          1
   35	  00:00:13:6	 1	     -355    	   295	          1
   36	  00:00:13:8	 1	     -360    	   295	          1
   37	  00:00:14:1	 1	     -390    	   375	          1
   38	  00:00:14:9	 1	     -355    	   290	          1
   39	  00:00:15:1	 1	     -355    	   380	          1
   40	  00:00:15:3	 1	     -365    	   415	          1
   41	  00:00:15:5	 1	     -370    	   370	          1
   42	  00:00:15:8	 1	     -335    	   345	          1
   43	  00:00:16:1	 1	     -385    	   355	          1
   44	  00:00:16:3	 1	     -400    	   355	          1
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
