
 ПРОТОКОЛ №1            07-05-2018 06:40:42
 -------------------------------------------------------------------------------
 Оператор:   [ТЕСТ РУЧНОЙ №4]
 Мишень:     [1]
 -------------------------------------------------------------------------------
 Номер      Отметка      Область     Положение X   Положение Y    Cтатус
 пробоины   времени      попадания                                управления
 -------------------------------------------------------------------------------
   1	  00:00:08:0	 5	     50    	   -70	          1
   2	  00:00:08:2	 1	     -100    	   20	          1
   3	  00:00:08:3	 1	     -140    	   100	          1
   4	  00:00:08:5	 1	     -85    	   70	          1
   5	  00:00:08:7	 7	     -65    	   -240	          1
   6	  00:00:08:9	 7	     -145    	   -220	          1
   7	  00:00:09:3	 5	     55    	   -220	          1
   8	  00:00:09:5	 5	     55    	   -445	          1
   9	  00:00:09:7	 7	     -340    	   -270	          1
   10	  00:00:09:9	 1	     -355    	   245	          1
   11	  00:00:10:3	 1	     -45    	   215	          1
   12	  00:00:10:5	 5	     115    	   -365	          1
   13	  00:00:10:7	 7	     -225    	   -380	          1
   14	  00:00:10:8	 1	     -385    	   130	          1
   15	  00:00:11:0	 1	     -220    	   280	          1
   16	  00:00:11:3	 3	     35    	   105	          1
   17	  00:00:11:5	 5	     50    	   -225	          1
   18	  00:00:11:7	 7	     -230    	   -390	          1
   19	  00:00:11:9	 7	     -340    	   -50	          1
   20	  00:00:12:0	 1	     -290    	   350	          1
   21	  00:00:12:2	 1	     -125    	   280	          1
   22	  00:00:12:5	 7	     -60    	   -215	          1
   23	  00:00:12:7	 7	     -245    	   -270	          1
   24	  00:00:12:9	 1	     -420    	   265	          1
   25	  00:00:13:1	 1	     -320    	   405	          1
   26	  00:00:13:3	 1	     -85    	   150	          1
   27	  00:00:13:4	 7	     -100    	   -245	          1
   28	  00:00:13:7	 7	     -330    	   -215	          1
   29	  00:00:13:9	 1	     -375    	   275	          1
   30	  00:00:14:1	 1	     -205    	   380	          1
   31	  00:00:14:3	 5	     60    	   -90	          1
   32	  00:00:14:5	 5	     130    	   -310	          1
   33	  00:00:14:8	 5	     260    	   -305	          1
   34	  00:00:15:0	 5	     210    	   -425	          1
   35	  00:00:15:2	 1	     -235    	   95	          1
   36	  00:00:15:4	 1	     -265    	   450	          1
   37	  00:00:15:7	 3	     160    	   545	          1
   38	  00:00:15:8	 3	     215    	   425	          1
   39	  00:00:16:3	 5	     445    	   -325	          1
   40	  00:00:16:6	 7	     -35    	   -110	          1
   41	  00:00:16:8	 1	     -170    	   315	          1
   42	  00:00:17:2	 1	     -185    	   420	          1
   43	  00:00:17:6	 3	     105    	   525	          1
   44	  00:00:17:8	 1	     -295    	   595	          1
   45	  00:00:18:0	 1	     -450    	   375	          1
   46	  00:00:18:3	 7	     -320    	   -175	          1
   47	  00:00:18:7	 5	     280    	   -390	          1
   48	  00:00:18:8	 5	     230    	   -435	          1
   49	  00:00:19:1	 1	     -370    	   385	          1
   50	  00:00:19:4	 1	     -220    	   610	          1
   51	  00:00:19:6	 3	     100    	   595	          1
   52	  00:00:19:8	 3	     315    	   185	          1
   53	  00:00:19:9	 5	     390    	   -180	          1
   54	  00:00:20:3	 7	     -190    	   -335	          1
   55	  00:00:20:6	 1	     -405    	   215	          1
   56	  00:00:20:8	 1	     -420    	   705	          1
   57	  00:00:21:0	 3	     90    	   630	          1
   58	  00:00:21:2	 3	     325    	   100	          1
   59	  00:00:21:5	 5	     440    	   -270	          1
   60	  00:00:21:8	 5	     25    	   -390	          1
