
 ПРОТОКОЛ №3            26-05-2018 15:48:51
 -------------------------------------------------------------------------------
 Оператор:   [ТЕСТ РУЧНОЙ №4]
 Мишень:     [1]
 -------------------------------------------------------------------------------
 Номер      Отметка      Область     Положение X   Положение Y    Cтатус
 пробоины   времени      попадания                                управления
 -------------------------------------------------------------------------------
   1	  00:00:01:4	 5	     175    	   -265	          1
   2	  00:00:01:7	 7	     -575    	   -205	          1
   3	  00:00:02:1	 1	     -505    	   305	          1
   4	  00:00:02:3	 3	     40    	   300	          1
   5	  00:00:02:5	 5	     445    	   -320	          1
   6	  00:00:02:6	 5	     435    	   -410	          1
   7	  00:00:02:8	 7	     -335    	   -330	          1
   8	  00:00:03:0	 7	     -390    	   -270	          1
   9	  00:00:03:3	 6	     0    	   -470	          1
   10	  00:00:03:5	 7	     -155    	   -375	          1
   11	  00:00:03:7	 7	     -370    	   -45	          1
   12	  00:00:03:8	 7	     -370    	   -35	          1
   13	  00:00:03:9	 7	     -370    	   -95	          1
   14	  00:00:04:1	 7	     -320    	   -395	          1
   15	  00:00:04:4	 7	     -65    	   -200	          1
   16	  00:00:04:5	 1	     -235    	   30	          1
   17	  00:00:04:7	 7	     -240    	   -30	          1
   18	  00:00:05:0	 7	     -370    	   -380	          1
   19	  00:00:05:2	 7	     -430    	   -320	          1
   20	  00:00:05:3	 7	     -320    	   -280	          1
   21	  00:00:05:7	 7	     -565    	   -315	          1
   22	  00:00:05:9	 7	     -420    	   -180	          1
   23	  00:00:06:0	 7	     -195    	   -305	          1
   24	  00:00:06:2	 7	     -375    	   -380	          1
   25	  00:00:06:3	 7	     -400    	   -195	          1
   26	  00:00:06:5	 7	     -140    	   -215	          1
   27	  00:00:06:7	 7	     -100    	   -320	          1
   28	  00:00:06:9	 7	     -345    	   -345	          1
   29	  00:00:07:0	 7	     -395    	   -315	          1
   30	  00:00:07:2	 1	     -385    	   60	          1
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
